Área,Dia da Semana,Data da Ocorência,Logradouro,Endereço,Bairro,Cidade,Hora (valor inteiro),Hora da Chamada,Tipo de Ocorrência
1º BPM,terça-feira,13/07/21,"RUA SARGENTO JAIME PANTELEÃO  , PRADO , MACEIÓ",RUA SARGENTO JAIME PANTELEÃO ,PRADO,MACEIÓ,20,20:24,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,terça-feira,13/07/21,"AVENIDA AMÉLIA ROSA  , JATIÚCA , MACEIÓ",AVENIDA AMÉLIA ROSA ,JATIÚCA,MACEIÓ,20,20:41,ROUBO
1º BPM,terça-feira,13/07/21,"RUA SANTO FERRAZ / RESID. MARAVILHA / BLOCO A 213 , POÇO , MACEIÓ",RUA SANTO FERRAZ / RESID. MARAVILHA / BLOCO A 213,POÇO,MACEIÓ,20,20:58,LESÃO CORPORAL
1º BPM,terça-feira,13/07/21,"RUA SANTO FERRAZ 213  , POÇO , MACEIÓ",RUA SANTO FERRAZ 213 ,POÇO,MACEIÓ,21,21:49,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,terça-feira,13/07/21,"RUA DONA ALZIRA AGUIAR   , PAJUÇARA , MACEIÓ",RUA DONA ALZIRA AGUIAR  ,PAJUÇARA,MACEIÓ,21,21:52,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,terça-feira,13/07/21,"RUA SANTO FERRAZ / RESID. MARAVILHA / BLOCO A 213	  , POÇO , MACEIÓ",RUA SANTO FERRAZ / RESID. MARAVILHA / BLOCO A 213	 ,POÇO,MACEIÓ,21,21:58,LESÃO CORPORAL
1º BPM,terça-feira,13/07/21,"EM FRENTE A RECEITA FEDERAL  , JARAGUÁ , MACEIÓ",EM FRENTE A RECEITA FEDERAL ,JARAGUÁ,MACEIÓ,22,22:02,AMEAÇA
1º BPM,terça-feira,13/07/21,"RUA DUSSE TANTAS DE LOUREIRO  170 , JATIÚCA , MACEIÓ",RUA DUSSE TANTAS DE LOUREIRO  170,JATIÚCA,MACEIÓ,23,23:32,VIOLAÇÃO DE DOMICILIO
1º BPM,terça-feira,13/07/21,"RUA HÉLIO PRADINES  , PONTA VERDE , MACEIÓ",RUA HÉLIO PRADINES ,PONTA VERDE,MACEIÓ,23,23:56,ROUBO
1º BPM,quarta-feira,14/07/21,"AV. BRASIL   , POÇO , MACEIÓ",AV. BRASIL  ,POÇO,MACEIÓ,2,2:52,TENTATIVA DE FURTO
1º BPM,quarta-feira,14/07/21,"RUA 24 DE FEVEREIRO  155 , PONTA GROSSA , MACEIÓ",RUA 24 DE FEVEREIRO  155,PONTA GROSSA,MACEIÓ,3,3:21,VIOLAÇÃO DE DOMICILIO
1º BPM,quarta-feira,14/07/21,"AV. JULIO MARQUES LUZ 1681 , JATIÚCA , MACEIÓ",AV. JULIO MARQUES LUZ 1681,JATIÚCA,MACEIÓ,3,3:32,FURTO
1º BPM,quarta-feira,14/07/21,"AV. JULIO MARQUES LUZ ( AV. JATIUCA ) 1681 , JATIÚCA , MACEIÓ",AV. JULIO MARQUES LUZ ( AV. JATIUCA ) 1681,JATIÚCA,MACEIÓ,5,5:28,FURTO
1º BPM,quarta-feira,14/07/21,"PRAÇA DOS PALMARES  , CENTRO , MACEIÓ",PRAÇA DOS PALMARES ,CENTRO,MACEIÓ,6,6:26,FURTO
1º BPM,quarta-feira,14/07/21,"LADEIRA DA CATEDRAL   , CENTRO , MACEIÓ",LADEIRA DA CATEDRAL  ,CENTRO,MACEIÓ,7,7:21,FURTO
1º BPM,quarta-feira,14/07/21,"NA LADEIRA DA CATEDRAL  87 , CENTRO , MACEIÓ",NA LADEIRA DA CATEDRAL  87,CENTRO,MACEIÓ,12,12:18,FURTO
1º BPM,quarta-feira,14/07/21,"QUADRA:17 145 , VERGEL DO LAGO , MACEIÓ",QUADRA:17 145,VERGEL DO LAGO,MACEIÓ,17,17:07,AMEAÇA
1º BPM,quarta-feira,14/07/21,"RUA BOA VONTADE 639 , LEVADA , MACEIÓ",RUA BOA VONTADE 639,LEVADA,MACEIÓ,17,17:45,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,quarta-feira,14/07/21,"RUA NOSSA SENHORA APARECIDA  , POÇO , MACEIÓ",RUA NOSSA SENHORA APARECIDA ,POÇO,MACEIÓ,17,17:55,TRÁFICO 
1º BPM,quarta-feira,14/07/21,"RUA PROFESSOR VIRGILIO 1881 , VERGEL DO LAGO , MACEIÓ",RUA PROFESSOR VIRGILIO 1881,VERGEL DO LAGO,MACEIÓ,20,20:45,USUÁRIO DE ENTORPECENTE
1º BPM,quarta-feira,14/07/21,"AV. DONA CONSTACIA  , JATIÚCA , MACEIÓ",AV. DONA CONSTACIA ,JATIÚCA,MACEIÓ,21,21:34,ROUBO
1º BPM,quarta-feira,14/07/21,"RUA DIÉGUES JUNIOR, 84 , POÇO , MACEIÓ","RUA DIÉGUES JUNIOR, 84",POÇO,MACEIÓ,22,22:36,TRÁFICO 
1º BPM,quarta-feira,14/07/21,"RUA MIGUEL OMENA  , PRADO , MACEIÓ",RUA MIGUEL OMENA ,PRADO,MACEIÓ,22,22:50,ROUBO
1º BPM,quinta-feira,15/07/21,"RUA SAO BETO   , VERGEL DO LAGO , MACEIÓ",RUA SAO BETO  ,VERGEL DO LAGO,MACEIÓ,0,0:31,TRÁFICO 
1º BPM,quinta-feira,15/07/21,"RUA JOSÉ CAVALCANTE  378 , VERGEL DO LAGO , MACEIÓ",RUA JOSÉ CAVALCANTE  378,VERGEL DO LAGO,MACEIÓ,1,1:52,VIOLÊNCIA CONTRA A MULHER
1º BPM,quinta-feira,15/07/21,"RUA CAMPOS TEIEIRA  137 , POÇO , MACEIÓ",RUA CAMPOS TEIEIRA  137,POÇO,MACEIÓ,2,2:08,FURTO
1º BPM,quinta-feira,15/07/21,"XXXXXXXXXXXX , PONTA GROSSA , MACEIÓ",XXXXXXXXXXXX,PONTA GROSSA,MACEIÓ,7,7:55,ROUBO
1º BPM,quinta-feira,15/07/21,"RUA SANTO ANTÔNIO  , VERGEL DO LAGO , MACEIÓ",RUA SANTO ANTÔNIO ,VERGEL DO LAGO,MACEIÓ,10,10:07,PORTE DE ARMA
1º BPM,quinta-feira,15/07/21,"AV.DONA CONSTANÇA  , JATIÚCA , MACEIÓ",AV.DONA CONSTANÇA ,JATIÚCA,MACEIÓ,11,11:17,FURTO
1º BPM,quinta-feira,15/07/21,"RUA DO COMÉRCIO (NA LOJA NARCISO) , CENTRO , MACEIÓ",RUA DO COMÉRCIO (NA LOJA NARCISO),CENTRO,MACEIÓ,12,12:03,FURTO
1º BPM,quinta-feira,15/07/21,"AV SILVIO CARLOS LUNNA VIANA   , PAJUÇARA , MACEIÓ",AV SILVIO CARLOS LUNNA VIANA  ,PAJUÇARA,MACEIÓ,15,15:06,TENTATIVA DE ROUBO
1º BPM,quinta-feira,15/07/21,"CORREDOR VERA ARRUDA  , JATIÚCA , MACEIÓ",CORREDOR VERA ARRUDA ,JATIÚCA,MACEIÓ,15,15:57,ROUBO
1º BPM,quinta-feira,15/07/21,"RUA ALMIRANTE MASCARENHAS 69 , PAJUÇARA , MACEIÓ",RUA ALMIRANTE MASCARENHAS 69,PAJUÇARA,MACEIÓ,18,18:31,LESÃO CORPORAL
1º BPM,quinta-feira,15/07/21,"AV. CASTELO BRANCO 1730 , JATIÚCA , MACEIÓ",AV. CASTELO BRANCO 1730,JATIÚCA,MACEIÓ,20,20:22,USUÁRIO DE ENTORPECENTE
1º BPM,quinta-feira,15/07/21,"TRAVESSA SANTA ISABEL   , PAJUÇARA , MACEIÓ",TRAVESSA SANTA ISABEL  ,PAJUÇARA,MACEIÓ,20,20:35,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,quinta-feira,15/07/21,"AV. BRASIL  , JATIÚCA , MACEIÓ",AV. BRASIL ,JATIÚCA,MACEIÓ,20,20:56,ROUBO
1º BPM,quinta-feira,15/07/21,"TRAVESSA SANTA ISABEL	  , PAJUÇARA , MACEIÓ",TRAVESSA SANTA ISABEL	 ,PAJUÇARA,MACEIÓ,21,21:40,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,quinta-feira,15/07/21,"RUA CRAVEIRO COSTA N° 147 , PONTA GROSSA , MACEIÓ",RUA CRAVEIRO COSTA N° 147,PONTA GROSSA,MACEIÓ,22,22:46,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,quinta-feira,15/07/21,"RUA CRAVEIRO COSTA  , PONTA DA TERRA , MACEIÓ",RUA CRAVEIRO COSTA ,PONTA DA TERRA,MACEIÓ,22,22:53,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,quinta-feira,15/07/21,"TRAV. SÃO BENTO  , VERGEL DO LAGO , MACEIÓ",TRAV. SÃO BENTO ,VERGEL DO LAGO,MACEIÓ,22,22:54,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,quinta-feira,15/07/21,"RUA SÃO FRANCISCO DE ASSIS.   , JATIÚCA , MACEIÓ",RUA SÃO FRANCISCO DE ASSIS.  ,JATIÚCA,MACEIÓ,23,23:10,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,quinta-feira,15/07/21,"RUA DO ARAME  , VERGEL DO LAGO , MACEIÓ",RUA DO ARAME ,VERGEL DO LAGO,MACEIÓ,23,23:24,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,16/07/21,"RUA ALIPIO BARBOSA  , PONTAL DA BARRA , MACEIÓ",RUA ALIPIO BARBOSA ,PONTAL DA BARRA,MACEIÓ,0,0:15,PORTE DE ARMA
1º BPM,sexta-feira,16/07/21,"AV. SIRQUEIRA CAMPOS  , TRAPICHE DA BARRA , MACEIÓ",AV. SIRQUEIRA CAMPOS ,TRAPICHE DA BARRA,MACEIÓ,0,0:21,VIOLÊNCIA CONTRA A MULHER
1º BPM,sexta-feira,16/07/21,"RUA ALMIRANTE MASCARENHAS  , PAJUÇARA , MACEIÓ",RUA ALMIRANTE MASCARENHAS ,PAJUÇARA,MACEIÓ,0,0:22,VIOLÊNCIA CONTRA A MULHER
1º BPM,sexta-feira,16/07/21,"RUA DO SOL  , CENTRO , MACEIÓ",RUA DO SOL ,CENTRO,MACEIÓ,0,0:55,TENTATIVA DE FURTO
1º BPM,sexta-feira,16/07/21,"RUA FIRMINO VASCONCELOS 141 , PAJUÇARA , MACEIÓ",RUA FIRMINO VASCONCELOS 141,PAJUÇARA,MACEIÓ,3,3:11,VIOLAÇÃO DE DOMICILIO
1º BPM,sexta-feira,16/07/21,"RUA DO COMERCIO 384 , CENTRO , MACEIÓ",RUA DO COMERCIO 384,CENTRO,MACEIÓ,3,3:17,FURTO
1º BPM,sexta-feira,16/07/21,"RUA ANGELO MARTINS  , POÇO , MACEIÓ",RUA ANGELO MARTINS ,POÇO,MACEIÓ,5,5:34,TRÁFICO 
1º BPM,sexta-feira,16/07/21,"RUA POR TRÁS DO BOMPREÇO DA PAJUÇARA  , PAJUÇARA , MACEIÓ",RUA POR TRÁS DO BOMPREÇO DA PAJUÇARA ,PAJUÇARA,MACEIÓ,7,7:06,LESÃO CORPORAL
1º BPM,sexta-feira,16/07/21,"RUA BARÃO DE ATALAIA. XXXXX , POÇO , MACEIÓ",RUA BARÃO DE ATALAIA. XXXXX,POÇO,MACEIÓ,8,8:53,ROUBO
1º BPM,sexta-feira,16/07/21,"RUA XAVIER DE BRITO 1035 , PRADO , MACEIÓ",RUA XAVIER DE BRITO 1035,PRADO,MACEIÓ,10,10:12,VIOLÊNCIA CONTRA A MULHER
1º BPM,sexta-feira,16/07/21,"RUA NOSSA SENHORA APARECIDA  , POÇO , MACEIÓ",RUA NOSSA SENHORA APARECIDA ,POÇO,MACEIÓ,11,11:17,USUÁRIO DE ENTORPECENTE
1º BPM,sexta-feira,16/07/21,"NA PRAÇA MONTE PIU.   , CENTRO , MACEIÓ",NA PRAÇA MONTE PIU.  ,CENTRO,MACEIÓ,12,12:42,ROUBO
1º BPM,sexta-feira,16/07/21,"RUA ALVARO DE OLIVEIRA  , JATIÚCA , MACEIÓ",RUA ALVARO DE OLIVEIRA ,JATIÚCA,MACEIÓ,12,12:58,ROUBO
1º BPM,sexta-feira,16/07/21,"BEIRA DA LAGOA  , VERGEL DO LAGO , MACEIÓ",BEIRA DA LAGOA ,VERGEL DO LAGO,MACEIÓ,13,13:04,VIOLAÇÃO DE DOMICILIO
1º BPM,sexta-feira,16/07/21,"RUA DO CORREDOR  , PONTA DA TERRA , MACEIÓ",RUA DO CORREDOR ,PONTA DA TERRA,MACEIÓ,13,13:16,LESÃO CORPORAL
1º BPM,sexta-feira,16/07/21,"RUA DAS ARVORES  , CENTRO , MACEIÓ",RUA DAS ARVORES ,CENTRO,MACEIÓ,13,13:49,TRÁFICO 
1º BPM,sexta-feira,16/07/21,"TV. PADRE CICERO 190 , LEVADA , MACEIÓ",TV. PADRE CICERO 190,LEVADA,MACEIÓ,14,14:17,TRÁFICO 
1º BPM,sexta-feira,16/07/21,"COJ. LENITA VILELA Q° L 16 , PONTA GROSSA , MACEIÓ",COJ. LENITA VILELA Q° L 16,PONTA GROSSA,MACEIÓ,15,15:03,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,16/07/21,"RUA MINERVINDO PIMENTEL  , MANGABEIRAS , MACEIÓ",RUA MINERVINDO PIMENTEL ,MANGABEIRAS,MACEIÓ,15,15:28,LESÃO CORPORAL
1º BPM,sexta-feira,16/07/21,"CONJ. LENITA VILELA Q° L 16 , PONTA GROSSA , MACEIÓ",CONJ. LENITA VILELA Q° L 16,PONTA GROSSA,MACEIÓ,15,15:53,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,16/07/21,"AVENIDA DEPUTADO JOSÉ LAJES  , PONTA VERDE , MACEIÓ",AVENIDA DEPUTADO JOSÉ LAJES ,PONTA VERDE,MACEIÓ,18,18:10,FURTO
1º BPM,sexta-feira,16/07/21,"XXXXXXXXXXXXX  , PONTA VERDE , MACEIÓ",XXXXXXXXXXXXX ,PONTA VERDE,MACEIÓ,18,18:11,ROUBO
1º BPM,sexta-feira,16/07/21,"X   , POÇO , MACEIÓ",X  ,POÇO,MACEIÓ,18,18:42,ROUBO
1º BPM,sexta-feira,16/07/21,"RUA FIRMINO DE VASCONCELO, Nº 116 , PAJUÇARA , MACEIÓ","RUA FIRMINO DE VASCONCELO, Nº 116",PAJUÇARA,MACEIÓ,19,19:23,ROUBO
1º BPM,sexta-feira,16/07/21,"AVENIDA SENADOR RUI PALMEIRA  , LEVADA , MACEIÓ",AVENIDA SENADOR RUI PALMEIRA ,LEVADA,MACEIÓ,19,19:47,TRÁFICO 
1º BPM,sexta-feira,16/07/21,"RUA TENENTE ROCK  , VERGEL DO LAGO , MACEIÓ",RUA TENENTE ROCK ,VERGEL DO LAGO,MACEIÓ,20,20:08,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,sexta-feira,16/07/21,"RUA JOSE MAIA GOMES   , JATIÚCA , MACEIÓ",RUA JOSE MAIA GOMES  ,JATIÚCA,MACEIÓ,21,21:38,VIOLÊNCIA CONTRA A MULHER
1º BPM,sexta-feira,16/07/21,"RUA PROFESSOR VIRGILIO GUEDES 1218 , PONTA GROSSA , MACEIÓ",RUA PROFESSOR VIRGILIO GUEDES 1218,PONTA GROSSA,MACEIÓ,21,21:44,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,16/07/21,"AVENIDA ALIPIO BARBOSA DA SILVA 423 , PONTAL DA BARRA , MACEIÓ",AVENIDA ALIPIO BARBOSA DA SILVA 423,PONTAL DA BARRA,MACEIÓ,21,21:46,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,sexta-feira,16/07/21,"AVENIDA ALIPIO BARBOSA DA SILVA  , PONTAL DA BARRA , MACEIÓ",AVENIDA ALIPIO BARBOSA DA SILVA ,PONTAL DA BARRA,MACEIÓ,21,21:57,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,sexta-feira,16/07/21,"RUA SENADOR BERNARDO SOBRINHO  , POÇO , MACEIÓ",RUA SENADOR BERNARDO SOBRINHO ,POÇO,MACEIÓ,22,22:03,TRÁFICO 
1º BPM,sexta-feira,16/07/21,"QUADRA 11  , VERGEL DO LAGO , MACEIÓ",QUADRA 11 ,VERGEL DO LAGO,MACEIÓ,22,22:17,PORTE DE ARMA
1º BPM,sexta-feira,16/07/21,"TRANSVERSAL COM A TRAVESSA ELIO PADRINES  , PONTA VERDE , MACEIÓ",TRANSVERSAL COM A TRAVESSA ELIO PADRINES ,PONTA VERDE,MACEIÓ,23,23:15,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,sábado,17/07/21,"RUA JOAO ULISSES MARQUEZ  , PRADO , MACEIÓ",RUA JOAO ULISSES MARQUEZ ,PRADO,MACEIÓ,0,0:01,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,17/07/21,"XXXXXXXX  , PAJUÇARA , MACEIÓ",XXXXXXXX ,PAJUÇARA,MACEIÓ,2,2:49,ROUBO
1º BPM,sábado,17/07/21,"RUA 21 DE ABRIL 656 , PRADO , MACEIÓ",RUA 21 DE ABRIL 656,PRADO,MACEIÓ,3,3:10,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,sábado,17/07/21,"RUA ZACARIAS DE AZEVEDO   , CENTRO , MACEIÓ",RUA ZACARIAS DE AZEVEDO  ,CENTRO,MACEIÓ,3,3:28,ROUBO
1º BPM,sábado,17/07/21,"AV. SELESTE BEZERRA  , LEVADA , MACEIÓ",AV. SELESTE BEZERRA ,LEVADA,MACEIÓ,6,6:57,USUÁRIO DE ENTORPECENTE
1º BPM,sábado,17/07/21,"AV. AMAZONAS  , PRADO , MACEIÓ",AV. AMAZONAS ,PRADO,MACEIÓ,10,10:05,USUÁRIO DE ENTORPECENTE
1º BPM,sábado,17/07/21,"NA RECEITA FEDERAL. XXXXXXXX , JARAGUÁ , MACEIÓ",NA RECEITA FEDERAL. XXXXXXXX,JARAGUÁ,MACEIÓ,11,11:04,PORTE DE ARMA
1º BPM,sábado,17/07/21,"AV. CABO REIS, VILA SÃO AGUSTINHO S/N , PONTA GROSSA , MACEIÓ","AV. CABO REIS, VILA SÃO AGUSTINHO S/N",PONTA GROSSA,MACEIÓ,12,12:26,USUÁRIO DE ENTORPECENTE
1º BPM,sábado,17/07/21,"RUA CABO REIS  , PONTA GROSSA , MACEIÓ",RUA CABO REIS ,PONTA GROSSA,MACEIÓ,13,13:22,USUÁRIO DE ENTORPECENTE
1º BPM,sábado,17/07/21,"BEIRA DA LAGOA  , VERGEL DO LAGO , MACEIÓ",BEIRA DA LAGOA ,VERGEL DO LAGO,MACEIÓ,13,13:32,USUÁRIO DE ENTORPECENTE
1º BPM,sábado,17/07/21,"RUA DR. JOSE MERCULES SANTOS  , POÇO , MACEIÓ",RUA DR. JOSE MERCULES SANTOS ,POÇO,MACEIÓ,13,13:43,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,17/07/21,"PRAÇA SIRO ACYOLE   , PONTA GROSSA , MACEIÓ",PRAÇA SIRO ACYOLE  ,PONTA GROSSA,MACEIÓ,13,13:58,ROUBO
1º BPM,sábado,17/07/21,"CONJ. LENITA VILELA Q° L  16 , PONTA GROSSA , MACEIÓ",CONJ. LENITA VILELA Q° L  16,PONTA GROSSA,MACEIÓ,14,14:05,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,17/07/21,"RUA DIEGUES JUNIOR  , POÇO , MACEIÓ",RUA DIEGUES JUNIOR ,POÇO,MACEIÓ,14,14:29,USUÁRIO DE ENTORPECENTE
1º BPM,sábado,17/07/21,"CONJ.LENITA VILELA/QUADRA L 16 , TRAPICHE DA BARRA , MACEIÓ",CONJ.LENITA VILELA/QUADRA L 16,TRAPICHE DA BARRA,MACEIÓ,15,15:17,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,17/07/21,"RUA FIRMINO VASCONCELOS 542 , PAJUÇARA , MACEIÓ",RUA FIRMINO VASCONCELOS 542,PAJUÇARA,MACEIÓ,15,15:24,TRÁFICO 
1º BPM,sábado,17/07/21,"Q° 23  , VERGEL DO LAGO , MACEIÓ",Q° 23 ,VERGEL DO LAGO,MACEIÓ,16,16:17,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,17/07/21,"TV. PADRE CICERO  , LEVADA , MACEIÓ",TV. PADRE CICERO ,LEVADA,MACEIÓ,16,16:49,TRÁFICO 
1º BPM,sábado,17/07/21,"RUA DA PAZ Nº 04 , TRAPICHE DA BARRA , MACEIÓ",RUA DA PAZ Nº 04,TRAPICHE DA BARRA,MACEIÓ,17,17:23,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,17/07/21,"AV.GUSTAVO PAIVA  , MANGABEIRAS , MACEIÓ",AV.GUSTAVO PAIVA ,MANGABEIRAS,MACEIÓ,18,18:19,ROUBO
1º BPM,sábado,17/07/21,"RUA VILA SANTA MARIA  , LEVADA , MACEIÓ",RUA VILA SANTA MARIA ,LEVADA,MACEIÓ,18,18:59,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,17/07/21,"RUA SANTA ANA   , POÇO , MACEIÓ",RUA SANTA ANA  ,POÇO,MACEIÓ,19,19:00,TRÁFICO 
1º BPM,sábado,17/07/21,"RUA FERNANDEZ DE BARROS  260 , CENTRO , MACEIÓ",RUA FERNANDEZ DE BARROS  260,CENTRO,MACEIÓ,19,19:05,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,sábado,17/07/21,"RUA SANTA ANA  , POÇO , MACEIÓ",RUA SANTA ANA ,POÇO,MACEIÓ,19,19:36,USUÁRIO DE ENTORPECENTE
1º BPM,sábado,17/07/21,"XX  , MANGABEIRAS , MACEIÓ",XX ,MANGABEIRAS,MACEIÓ,19,19:48,ROUBO
1º BPM,sábado,17/07/21," RUA CORONEL ADAUTO GOMES BARBOSA  , JATIÚCA , MACEIÓ", RUA CORONEL ADAUTO GOMES BARBOSA ,JATIÚCA,MACEIÓ,21,21:10,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,17/07/21,"RUA DA PAZ 04 , TRAPICHE DA BARRA , MACEIÓ",RUA DA PAZ 04,TRAPICHE DA BARRA,MACEIÓ,21,21:18,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,17/07/21,"RUA BOA SORTE  , PONTA GROSSA , MACEIÓ",RUA BOA SORTE ,PONTA GROSSA,MACEIÓ,21,21:53,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,17/07/21,"AVENIDA BRASIL  , POÇO , MACEIÓ",AVENIDA BRASIL ,POÇO,MACEIÓ,22,22:00,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,17/07/21,"AVENIDA SENADOR RUI PALMEIRA  , TRAPICHE DA BARRA , MACEIÓ",AVENIDA SENADOR RUI PALMEIRA ,TRAPICHE DA BARRA,MACEIÓ,22,22:15,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,17/07/21,"RUA BOA FE  , PONTA GROSSA , MACEIÓ",RUA BOA FE ,PONTA GROSSA,MACEIÓ,22,22:20,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,17/07/21,"TRAVESSA MONTE CASTELO.  , VERGEL DO LAGO , MACEIÓ",TRAVESSA MONTE CASTELO. ,VERGEL DO LAGO,MACEIÓ,22,22:22,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,sábado,17/07/21,"AVENIDA BRASIL  , POÇO , MACEIÓ",AVENIDA BRASIL ,POÇO,MACEIÓ,22,22:23,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,17/07/21,"QUADRA 40  , VERGEL DO LAGO , MACEIÓ",QUADRA 40 ,VERGEL DO LAGO,MACEIÓ,22,22:34,TRÁFICO 
1º BPM,sábado,17/07/21,"RUA ARTAGNAN MARTINS REIS  , JATIÚCA , MACEIÓ",RUA ARTAGNAN MARTINS REIS ,JATIÚCA,MACEIÓ,22,22:42,AMEAÇA
1º BPM,sábado,17/07/21,"RUA BOA SORTE  , PONTA GROSSA , MACEIÓ",RUA BOA SORTE ,PONTA GROSSA,MACEIÓ,22,22:43,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,17/07/21,"RUA BOA SORTE  , PONTA GROSSA , MACEIÓ",RUA BOA SORTE ,PONTA GROSSA,MACEIÓ,22,22:50,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,17/07/21,"RUA 1° DE MAIO   , PRADO , MACEIÓ",RUA 1° DE MAIO  ,PRADO,MACEIÓ,22,22:52,ROUBO
1º BPM,sábado,17/07/21,"AV.BRASIL  , POÇO , MACEIÓ",AV.BRASIL ,POÇO,MACEIÓ,22,22:58,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,17/07/21,"RUA BOA SORTE  , PONTA GROSSA , MACEIÓ",RUA BOA SORTE ,PONTA GROSSA,MACEIÓ,22,22:58,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,17/07/21,"RUA QUINTINO BOCAIUVA  , PAJUÇARA , MACEIÓ",RUA QUINTINO BOCAIUVA ,PAJUÇARA,MACEIÓ,23,23:05,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,17/07/21,"XXXXXXXXXX                                                  , JATIÚCA , MACEIÓ",XXXXXXXXXX                                                 ,JATIÚCA,MACEIÓ,23,23:14,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,17/07/21,"QUADRA 18 250 , VERGEL DO LAGO , MACEIÓ",QUADRA 18 250,VERGEL DO LAGO,MACEIÓ,23,23:14,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,17/07/21,"AV. CARLOS DA SILVA NOGUEIRA  , JATIÚCA , MACEIÓ",AV. CARLOS DA SILVA NOGUEIRA ,JATIÚCA,MACEIÓ,23,23:18,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,17/07/21,"XXXXXXXXXX  , VERGEL DO LAGO , MACEIÓ",XXXXXXXXXX ,VERGEL DO LAGO,MACEIÓ,23,23:32,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,17/07/21,"QUADRA 57  , VERGEL DO LAGO , MACEIÓ",QUADRA 57 ,VERGEL DO LAGO,MACEIÓ,23,23:32,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,17/07/21,"AVENIDA CARLOS DA SILVA NOGUEIRA  , JATIÚCA , MACEIÓ",AVENIDA CARLOS DA SILVA NOGUEIRA ,JATIÚCA,MACEIÓ,23,23:40,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,17/07/21,"RUA ÁLVARO MARINHO  , PRADO , MACEIÓ",RUA ÁLVARO MARINHO ,PRADO,MACEIÓ,23,23:43,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
