,Data da Ocorência,Endereço,Bairro,Hora da Chamada,Tipo de Ocorrência,Localização
10535,24/07/21,TRAVESSA SENADOR FIRMINO DE VASCONCELOS ,PONTA DA TERRA,15:11,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6630973, -35.7137285"
10536,24/07/21,RUA SÃO PAULO 86,PONTA GROSSA,16:26,AMEAÇA,"-21.203241523636365, -50.43210070475524"
10537,24/07/21,"RUA SAO PAULO, N° 78",PONTA GROSSA,16:53,AMEAÇA,"-1.355663, -48.2502649"
10538,24/07/21,RUA VITAL BARBOSA  ,PONTA VERDE,17:00,ROUBO,"-9.4011263, -38.2246443"
10539,24/07/21,AV. AMAZONAS ,PRADO,17:39,USUÁRIO DE ENTORPECENTE,"-13.1262391, -60.55251"
10540,24/07/21,"RUA SAO PAULO, N° 78	 ",PONTA GROSSA,18:54,AMEAÇA,"-1.355663, -48.2502649"
10541,24/07/21,XXXXXXXXXXXX ,POÇO,19:13,VIOLÊNCIA CONTRA A MULHER,
10542,24/07/21,RUA PASSADU 50,PONTA GROSSA,19:46,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
10543,24/07/21,PRAÇA DO PIRULITO ,CENTRO,20:02,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-23.0236893, -46.981662746150825"
10544,24/07/21,RUA SANTA MARIA  ,CENTRO,20:10,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.9815035, -67.8349904"
10545,24/07/21,RUA JORNALISTA OSEAS ROSAS ,TRAPICHE DA BARRA,20:50,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6778084, -35.7599212"
10546,24/07/21,XXXXXXXXXXXXX ,PONTA GROSSA,20:58,ROUBO,
10547,24/07/21,AV GUSTAVO PAIVA ,MANGABEIRAS,21:01,ROUBO,"-9.4957072, -35.8442442"
10548,24/07/21,AV. AMELIA ROSA ,JATIÚCA,21:18,ROUBO,"-9.6512774, -35.7162934"
10549,24/07/21,XXXXXXXXXXXXXX ,FAROL,21:18,ROUBO,
10550,24/07/21,RUA PROF. VIRGILIO GUEDES  1218,PONTA GROSSA,21:19,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.664152, -35.7577232"
10551,24/07/21,CONJ. VILA DOS PESCADORES ,TRAPICHE DA BARRA,21:21,FURTO,
10552,24/07/21,AV. CRUZEIRO DO SUL ,VERGEL DO LAGO,21:36,AMEAÇA,"-23.2956291, -51.2042991"
10553,24/07/21,R. SD. EDUARDO DOS SANTOS ,JATIÚCA,22:04,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
10554,24/07/21,RUA ARAÚJO BIVAR ,PAJUÇARA,22:23,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6663592, -35.7178532"
10555,24/07/21,AVENIDA CARLOS DA SILVA NOGUEIRA ,JATIÚCA,22:56,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
10556,24/07/21,RUA CASTRO ALVES. ,POÇO,22:56,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-14.8408024, -39.9879183"
10557,24/07/21,RUA FORMOSA ,PONTA GROSSA,23:18,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-30.0333419, -51.2315187"
10558,24/07/21,"CONJ. VIRGEM DOS POBRES II, QD 59 N° 15",TRAPICHE DA BARRA,23:22,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
10559,24/07/21,RUA AMILTON BARROS SOLTINHO 799,JATIÚCA,23:26,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
10560,25/07/21,RUA LAFAIETE PACHECO 519,PONTA DA TERRA,0:06,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6623397, -35.7157688"
10561,25/07/21,RUA MANOEL LOURENÇO ,PONTA GROSSA,0:13,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-20.95912, -49.1822993"
10562,25/07/21,CONJ CASTELO  BRANCO ,JATIÚCA,0:18,ROUBO,"-7.0127788, -42.1253136"
10563,25/07/21,AVENIDA CARLOS DA SILVA NOGUEIRA ,JATIÚCA,0:24,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
10564,25/07/21,AV. SILVIO VIANA  ,PONTA VERDE,0:25,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6646499, -35.6972469"
10565,25/07/21,RUA LAFAIETE PACHECO ,PONTA DA TERRA,0:25,TRÁFICO ,"-9.6623397, -35.7157688"
10566,25/07/21,QUADRA 20 ,VERGEL DO LAGO,0:48,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-15.90841505, -47.761471664681366"
10567,25/07/21,RUA SANTO AMARO ,JATIÚCA,0:50,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.3723536, -40.4979285"
10568,25/07/21,AV. JATIUCA ,JATIÚCA,1:03,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6533752, -35.6988103"
10569,25/07/21,"RUA DOMINGOS LORDSLEEN, Nº 327 ",PAJUÇARA,1:22,VIOLÊNCIA CONTRA A MULHER,"-9.6650353, -35.7164663"
10570,25/07/21,"QD 3, Nº 76 ",VERGEL DO LAGO,1:43,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-16.70104825, -49.412879072239605"
10571,25/07/21,"QD 11, Nº 150 ",VERGEL DO LAGO,2:55,AMEAÇA,"-16.641705700000003, -49.32832889450915"
10572,25/07/21,RUA MARIO NUNES VIEIRA ,MANGABEIRAS,4:40,VIOLAÇÃO DE DOMICILIO,"-22.9158749, -42.9806252"
10573,25/07/21,"QUADRA - 11, Nº 150",VERGEL DO LAGO,6:07,VIOLÊNCIA CONTRA A MULHER,"-22.021035849999997, -47.87048353435567"
10574,25/07/21,RUA ARTAGNAN MARTINS REIS / CONJ CASTELO BRANCO QD 20  BLOCO E XXXX,JATIÚCA,6:55,FURTO,
10575,25/07/21,RUA SANTA CECILIA 221,POÇO,8:07,AMEAÇA,"-8.802233, -39.8273196"
10576,25/07/21,RUA SANTA CECILIA 194 B,POÇO,8:20,PERTURBAÇÃO DA TRANQUILIDADE,"-8.802233, -39.8273196"
10577,25/07/21,RUA BOA SORTE ,PONTA GROSSA,8:50,VIOLÊNCIA CONTRA A MULHER,"-11.2213365, -41.870009"
10578,25/07/21,RUA DR.ANTONIO GOMES BARROS  ,JATIÚCA,9:50,ROUBO,"-9.1362859, -35.7479665"
10579,25/07/21,RUA.DOUTOR LUIS PONTES DE MIRANDA  ,CENTRO,10:17,ROUBO,
10580,25/07/21,RUA FORMASA 852,PRADO,11:41,AMEAÇA,
10581,25/07/21,RUA SANTA CECILIA 194 B,POÇO,11:45,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-8.802233, -39.8273196"
10582,25/07/21,RAVENIDA JATIUCA. XXXXXX,JATIÚCA,11:47,AMEAÇA,
10583,25/07/21,RUA DIEGUES JUNIOR ,POÇO,12:45,LESÃO CORPORAL,"-9.6472229, -35.7284876"
10584,25/07/21,AV. CASTELO BRANCO/ QUADRA 23 ,JATIÚCA,12:53,USUÁRIO DE ENTORPECENTE,
10585,25/07/21,RUA OLIVEIRA E SILVA S/N,CENTRO,12:56,FURTO,
10586,25/07/21,Q°23 ,VERGEL DO LAGO,13:54,VIOLAÇÃO DE DOMICILIO,"-15.9086146, -47.7634665414881"
10587,25/07/21,RUA SANTO ANTONIO 80,CENTRO,14:02,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"41.7400594, -7.4691884"
10588,25/07/21,RUA PROF. ALMEIDA LEITE 242,TRAPICHE DA BARRA,14:19,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6766909, -35.7611458"
10589,25/07/21,RUA SAO SEBASTIAO ,PRADO,14:49,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-15.6708217, -56.0834012"
10590,25/07/21,TV NATAL S/N,PINHEIRO,14:53,ROUBO,"-1.7163682, -48.8754682"
10591,25/07/21,QUADRA 23 ,VERGEL DO LAGO,15:26,USUÁRIO DE ENTORPECENTE,"-15.905204600000001, -47.75422964105968"
10592,25/07/21,RUA CABO REIS S/N,PONTA GROSSA,15:58,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
10593,25/07/21,RUA CABO REIS.  ,PONTA GROSSA,16:00,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-3.7093013, -38.5743665"
10594,25/07/21,RUA ALVARO MARINHO ,PRADO,16:09,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6704167, -35.7474249"
10595,25/07/21,RUA F S/N,TRAPICHE DA BARRA,16:27,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-4.136191999999999, -38.12837990281231"
10596,25/07/21,RUA MIRAMAR Nº 179,PRADO,17:01,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-33.9943613, 25.5485122"
10597,25/07/21,TRAVESSA SURUAGI  28a ,LEVADA,17:40,LESÃO CORPORAL,
10598,25/07/21,RUA. CABO REIS ,PONTA GROSSA,17:47,TRÁFICO ,"-3.7093013, -38.5743665"
10599,25/07/21,RUA BARÃO DE ALAGOAS  S/N,CENTRO,17:50,ROUBO,
10600,25/07/21,AV. COMENDADOR GUSTAVO PAIVA  ,MANGABEIRAS,18:22,HOMICÍDIO,"-9.6302771, -35.699408"
10601,25/07/21,RUA LOURENÇO MOREIRA DA SILVA ,PONTA VERDE,18:28,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.657504, -35.7014806"
10602,25/07/21,AVENIDA COMENDADOR CALAÇA ,MANGABEIRAS,18:41,ROUBO,"-9.6582972, -35.7248658"
10603,25/07/21,RUA ROSTA CAVALCANTE 126,VERGEL DO LAGO,18:45,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
10604,25/07/21,QUADRA 52 ,VERGEL DO LAGO,18:47,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-16.0613649, -47.98133622784536"
10605,25/07/21,RUA BALTAZAR DE MENDONÇA AO LADO DA 156,PONTA GROSSA,18:57,LESÃO CORPORAL,
10606,25/07/21,RUA JOSE MARQUES DE RIBEIRO 29,TRAPICHE DA BARRA,19:13,VIOLÊNCIA CONTRA A MULHER,
10607,25/07/21,XXXXXXXXXXXX ,POÇO,19:15,HOMICÍDIO,
10608,25/07/21,RUA DOUTOR ROCHA CALVACANTE 126,VERGEL DO LAGO,19:37,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
10609,25/07/21,AVENIDA COMENDADOR GUSTAVO PAIVA ,MANGABEIRAS,20:08,ROUBO,"-9.6302771, -35.699408"
10610,25/07/21,RUA ROCHA CAVALCANTE  ,VERGEL DO LAGO,20:09,USUÁRIO DE ENTORPECENTE,"-9.1012042, -36.0752633"
10611,25/07/21,AVENIDA CORONEL ADALTO GOMES BARBOSA  ,POÇO,20:23,TRÁFICO ,
10612,25/07/21,RUA MARIA PAULINA MENDONÇA PROX. AO 329,JATIÚCA,20:23,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
10613,25/07/21,QUAD 66  13,VERGEL DO LAGO,20:31,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-29.8178353, 30.943357959574534"
10614,25/07/21,RUA. DR LUIS DE BARROS ,VERGEL DO LAGO,20:46,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
10615,25/07/21,AVENIDA CRUZEIRO DO SUL ,VERGEL DO LAGO,20:49,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-23.2956291, -51.2042991"
10616,25/07/21,RUA JOSE MARQUES RIBEIRO  29,TRAPICHE DA BARRA,20:49,LESÃO CORPORAL,"-23.384746, -46.8625047"
10617,25/07/21,RUA GUAICURUS 93,PONTA GROSSA,21:11,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-18.9254907, -48.2714994"
10618,25/07/21,RUA CRUZEIRO DO SUL ,VERGEL DO LAGO,21:19,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-10.7281963, -62.2511985"
10619,25/07/21,QUADRA 55 18,VERGEL DO LAGO,21:22,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-23.299332, -48.054657"
10620,25/07/21,RUA PORTO CALVO ,PONTA GROSSA,21:25,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-3.7681583, -38.580532"
10621,25/07/21,RUA PRETESTATO FERREIRA MACHADO 1529,JATIÚCA,21:30,VIOLAÇÃO DE DOMICILIO,"-9.6503087, -35.7100936"
10622,25/07/21,RUA PORTO CALVO ,PONTA GROSSA,21:35,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-3.7681583, -38.580532"
10623,25/07/21,AVENIDA MINISTRO MARIO ANDREZZA ,VERGEL DO LAGO,21:39,TENTATIVA DE ROUBO,
10624,25/07/21,TRAV. SENADOR FIRMINO DE VASCONCELOS ,PAJUÇARA,21:42,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6630973, -35.7137285"
10625,25/07/21,QUADRA 55 18,VERGEL DO LAGO,21:47,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-23.299332, -48.054657"
10626,25/07/21,QUADRA 55 18,VERGEL DO LAGO,22:00,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-23.299332, -48.054657"
10627,25/07/21,RUA SANTOS DUMONT ,PONTA GROSSA,22:04,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-3.117358, -60.0207708"
10628,25/07/21,RUA BOA SORTE ,PONTA GROSSA,22:11,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-11.2213365, -41.870009"
10629,25/07/21,AV. PAULO FALCAO ,JATIÚCA,22:17,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6507322, -35.7100933"
10630,25/07/21,TRAVESSA JOÃO MALAQUIAS ,POÇO,22:22,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-24.6435011, -48.7883098"
10631,25/07/21,QUADRA 18 96,VERGEL DO LAGO,22:30,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-23.299332, -48.054657"
10632,25/07/21,RUA BOM RETIRO ,VERGEL DO LAGO,22:33,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-12.9523404, -38.4685493"
10633,25/07/21,TRAVESSA DOUTOR ABELARDO FONTES LIMA  ,VERGEL DO LAGO,22:33,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
10634,25/07/21,RUA DOUTOR LUIS DE BARROS EM FRENTE 201,VERGEL DO LAGO,22:39,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
10635,25/07/21,RUA PRETESTATO FERREIRA MACHADO ,JATIÚCA,22:40,ROUBO,"-9.6503087, -35.7100936"
10636,25/07/21,AV. PAULO FALCAO ,JATIÚCA,22:41,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6507322, -35.7100933"
10637,25/07/21,RUA FORMOSA ,PONTA GROSSA,22:43,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-30.0333419, -51.2315187"
10638,25/07/21,QUADRA 11 12 OU 13,VERGEL DO LAGO,22:43,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
10639,25/07/21,AVENIDA CRUZEIRO DO SUL ,VERGEL DO LAGO,22:49,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-23.2956291, -51.2042991"
10640,25/07/21,XXXXXXXXX ,POÇO,22:51,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"52.7235866, 0.38260848659914326"
10641,25/07/21,RUA BOM JESUS DOS NAVEGANTES  ,TRAPICHE DA BARRA,22:54,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-10.9333449, -37.0723155"
10642,25/07/21,QUADRA 11  ,VERGEL DO LAGO,23:01,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-22.021035849999997, -47.87048353435567"
10643,25/07/21,RUA CARAMURUS,PRADO,23:03,TRÁFICO ,"-22.7679075, -47.3948236"
10644,25/07/21,RUA CRUZEIRO DO SUL ,VERGEL DO LAGO,23:03,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-10.7281963, -62.2511985"
10645,25/07/21,R UA DR. ANTONIO DE GOES BARBOSA ,MANGABEIRAS,23:06,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
10646,25/07/21,RUA PREFEITO ABDON ARROCHELAS ,PONTA VERDE,23:07,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
10647,25/07/21,RUA DA ALEGRIA ,LEVADA,23:10,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"41.013454, -8.5653474"
10648,25/07/21,QUADRA 52 06,VERGEL DO LAGO,23:11,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-23.299332, -48.054657"
10649,25/07/21,RUA 24 DE OUTUBRO - ''RUA DO BANHEIRO'' ,VERGEL DO LAGO,23:12,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
10650,25/07/21,QUADRA 20 ,VERGEL DO LAGO,23:14,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-15.90841505, -47.761471664681366"
10651,25/07/21,QUADRA 24 ,TRAPICHE DA BARRA,23:32,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-15.904722750000001, -47.754323422469106"
10652,25/07/21,AV. ASSIS CHATEAUBRIAND ,TRAPICHE DA BARRA,23:37,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-16.6869685, -49.2715786"
10653,25/07/21,RUA SANTA FÉ ,LEVADA,23:39,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-22.2101679, -54.8470146"
10654,25/07/21,RUA JOÃO ULICES AMRQUES. ,PRADO,23:55,PORTE DE ARMA,
10655,25/07/21,RUA SANTA FÉ  ,LEVADA,23:56,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-22.2101679, -54.8470146"
10656,26/07/21,RUA FELIX BANDEIRA ,VERGEL DO LAGO,0:03,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-1.3416429, -48.4275295"
10657,26/07/21,RUA DA ALEGRIA ,LEVADA,0:05,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"41.013454, -8.5653474"
10658,26/07/21,RUA G QUADRA 4 ,TRAPICHE DA BARRA,0:09,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-18.7810391, -52.59877009097091"
10659,26/07/21,RUA CRUZEIRO DO SUL ,VERGEL DO LAGO,0:09,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-10.7281963, -62.2511985"
10660,26/07/21,RUA JOSE ALVES BARBOSA  ,TRAPICHE DA BARRA,0:14,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-20.2506831, -42.028093"
10661,26/07/21,RUA SANTA FÉ ,LEVADA,0:15,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-22.2101679, -54.8470146"
10662,26/07/21,RUA CRUZEIRO DO SUL  ,VERGEL DO LAGO,0:18,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-10.7281963, -62.2511985"
10663,26/07/21,RUA CRUZEIRO DO SUL ,VERGEL DO LAGO,0:18,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-10.7281963, -62.2511985"
10664,26/07/21,RUA JOSÉ SEVERINO RODRIGUES 153,JARAGUÁ,0:18,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
10665,26/07/21,QUADRA II 30 A ,VERGEL DO LAGO,0:30,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-8.0209458, -34.98935270963486"
10666,26/07/21,RUA FRANCISCO VIEIRA ,TRAPICHE DA BARRA,1:02,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-27.7062373, -48.5010647"
10667,26/07/21,RUA FELIX BANDEIRA ,VERGEL DO LAGO,1:08,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-1.3416429, -48.4275295"
10668,26/07/21,RUA DJALMA COSTA ,VERGEL DO LAGO,1:23,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-22.8623219, -43.5335559"
10669,26/07/21,RUA FRANCO JATOBA ,PRADO,1:23,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6672589, -35.752821"
10670,26/07/21,AV DONA CONSTANÇA ,JATIÚCA,1:39,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6487103, -35.7136527"
10671,26/07/21,RUA DJALMA COSTA ,VERGEL DO LAGO,1:44,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-22.8623219, -43.5335559"
10672,26/07/21,RUA QUINTINO BOCAIUVA ,PAJUÇARA,1:50,FURTO,"-20.5730153, -46.9298019"
10673,26/07/21,RUA SANTA MARIA ,VERGEL DO LAGO,1:59,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.9815035, -67.8349904"
10674,26/07/21,RUA SENADOR RUI PALMEIRA  ,LEVADA,2:10,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.3853652, -37.0847583"
10675,26/07/21,RUA FRANCISCO DE MENEZES ,BOM PARTO,2:21,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-23.5427154, -46.3934323"
10676,26/07/21,RUA FORMOSA ,PONTA GROSSA,2:56,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-30.0333419, -51.2315187"
10677,26/07/21,XXXXXXXXXXXXXXXXXXXX ,PONTA VERDE,3:07,TENTATIVA DE ROUBO,
10678,26/07/21,RUA BALTAZAR DE MENDONÇA ,PONTA GROSSA,3:24,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6619024, -35.7573404"
10679,26/07/21,RUA DJALMA COSTA ,VERGEL DO LAGO,4:31,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-22.8623219, -43.5335559"
10680,26/07/21,AV. CAPITÃO MARINHO FALCÃO 998,POÇO,6:23,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
10681,26/07/21,EM FRENTE A BOATE HAVANA DANCE  ,JARAGUÁ,6:40,ROUBO,
10682,26/07/21,RUA SANTA CATARINA  ,PONTA GROSSA,7:28,USUÁRIO DE ENTORPECENTE,"-18.7282188, -41.488334"
10683,26/07/21,RUA PROFESSOR VIRGILIO GUEDES. XXXX,PONTA GROSSA,8:07,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
10684,26/07/21,PROX. A AVENIDA BRASIL. XXXX,POÇO,10:00,ROUBO,
10685,26/07/21,SALÃO DE FESTAS PIERE CHALITA  ,JARAGUÁ,10:51,LESÃO CORPORAL,
10686,26/07/21,AV. LESTE OESTE ( AV. GOVERNADOR AFRANIO LAGES ) ,LEVADA,11:06,ROUBO,
10687,26/07/21,PRAÇA GUSTAVO DE MELO ,PRADO,11:14,USUÁRIO DE ENTORPECENTE,
10688,26/07/21,RUA TERSIO VARDELEY  ,LEVADA,11:42,FURTO,
10689,26/07/21,RUA DIEGUES JUNIOR 97,POÇO,13:38,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6472229, -35.7284876"
10690,26/07/21,RUA JOSÉ FONTES MAGALHAES. ,JATIÚCA,13:43,USUÁRIO DE ENTORPECENTE,"-22.139569, -51.4669833"
10691,26/07/21,RUA TIRADENTES nº 03,PONTA GROSSA,14:01,TRÁFICO ,"-17.0615002, -40.5764097"
10692,26/07/21,AVENIDA PRESIDENTE AGOSTINHO DA SILVA NEVES 291,POÇO,14:04,AMEAÇA,
10693,26/07/21,RUA PARQUE RODOLFO LINS S/N,CENTRO,14:27,AMEAÇA,
10694,26/07/21,ANTIGA VILA BANCARIA ,POÇO,14:40,ROUBO,
10695,26/07/21,AV. BRASIL S/N,POÇO,14:42,TENTATIVA DE FURTO,"-22.8254162, -43.337459100000004"
10696,26/07/21,RUA DIEGUES JUNIOR ,POÇO,14:48,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6472229, -35.7284876"
10697,26/07/21,RUA AGUINELO BARBOSA 258,PRADO,14:50,AMEAÇA,
10698,26/07/21,AV. C ,VERGEL DO LAGO,15:02,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"40.7307609, -73.9740854"
10699,26/07/21,AVENIDA C S/N,VERGEL DO LAGO,15:29,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-3.7662604, -38.6107912"
10700,26/07/21,RUA REGENTE FEIJO 98,PONTA DA TERRA,15:53,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-7.1309751, -34.9499508"
10701,26/07/21,AV. C  ,VERGEL DO LAGO,15:56,PERTURBAÇÃO DA TRANQUILIDADE,"40.7307609, -73.9740854"
10702,26/07/21,Q° 26 AO LADO DA 408,VERGEL DO LAGO,15:56,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
10703,26/07/21,RUA SENADOR BERNARDES SOBRINHO 67,POÇO,15:58,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
10704,26/07/21,RUA CLETO MARQUES LUZ ,LEVADA,16:35,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6556813, -35.7439475"
10705,26/07/21,RUA ENGENHEIRO MARIO DE GUSMAO  1274,PONTA VERDE,16:42,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.66345205, -35.6972846004229"
10706,26/07/21,RUA DAS FLORES.  ,VERGEL DO LAGO,16:42,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-25.4314492, -49.2722348"
10707,26/07/21,RUA DIEGUES JUNIOR ,POÇO,16:45,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6472229, -35.7284876"
10708,26/07/21,QUADRA 22 ,VERGEL DO LAGO,16:53,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-15.908003449999999, -47.76163931753912"
10709,26/07/21,Q°5 EM FRENTE A 96,VERGEL DO LAGO,16:53,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
10710,26/07/21,AV. MAZONAS ,PRADO,16:58,TRÁFICO ,
10711,26/07/21,RUA SENADOR BARROS LEITE ,JARAGUÁ,17:07,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6699197, -35.7215836"
10712,26/07/21,RUA SANTA MARGARIDA  ,PONTA GROSSA,17:34,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"39.7519318, -7.9212345"
10713,26/07/21,Q°55 ,VERGEL DO LAGO,17:41,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-32.9775936, -68.84795030451173"
